証券コード	EDINETコード	会社名	業種	取引所	書類種類	決算日	提出日	訂正報告書	監査法人	会計方式
7559.0	E02874	ジーエフシー㈱	卸売業	ＪＱＳ	有価証券報告書	20190331	20190627	--	ＥＹ新日本有限責任監査法人	日本基準
7537.0	E02864	丸文㈱	卸売業	東証一部	有価証券報告書	20190331	20190626	--	ＥＹ新日本有限責任監査法人	日本基準
7525.0	E02856	リックス㈱	卸売業	東証一部、福証上場	有価証券報告書	20190331	20190626	--	ＥＹ新日本有限責任監査法人	日本基準
7482.0	E02839	㈱シモジマ	卸売業	東証一部	有価証券報告書	20190331	20190626	--	ＥＹ新日本有限責任監査法人	日本基準
7476.0	E02835	アズワン㈱	卸売業	東証一部	有価証券報告書	20190331	20190618	--	ＥＹ新日本有限責任監査法人	日本基準
7475.0	E02832	アルビス㈱	小売業	東証一部	有価証券報告書	20190331	20190624	--	ＥＹ新日本有限責任監査法人	日本基準
7466.0	E02827	ＳＰＫ㈱	卸売業	東証一部	有価証券報告書	20190331	20190620	--	ＥＹ新日本有限責任監査法人	日本基準
7460.0	E02825	㈱ヤギ	卸売業	東証二部	有価証券報告書	20190331	20190627	--	ＥＹ新日本有限責任監査法人	日本基準
7458.0	E02824	㈱第一興商	卸売業	東証一部	有価証券報告書	20190331	20190625	--	ＥＹ新日本有限責任監査法人	日本基準
7461.0	E02823	㈱キムラ	卸売業	ＪＱＳ	有価証券報告書	20190331	20190628	--	ＥＹ新日本有限責任監査法人	日本基準
7456.0	E02821	松田産業㈱	卸売業	東証一部	有価証券報告書	20190331	20190627	--	ＥＹ新日本有限責任監査法人	日本基準
7538.0	E02818	㈱大水	卸売業	東証二部	有価証券報告書	20190331	20190620	--	ＥＹ新日本有限責任監査法人	日本基準
7442.0	E02805	中山福㈱	卸売業	東証一部	有価証券報告書	20190331	20190626	--	ＥＹ新日本有限責任監査法人	日本基準
9995.0	E02785	㈱グローセル	卸売業	東証一部	有価証券報告書	20190331	20190626	--	ＥＹ新日本有限責任監査法人	日本基準
9991.0	E02782	ジェコス㈱	卸売業	東証一部	有価証券報告書	20190331	20190620	--	ＥＹ新日本有限責任監査法人	日本基準
9960.0	E02769	東テク㈱	卸売業	東証一部	有価証券報告書	20190331	20190626	--	ＥＹ新日本有限責任監査法人	日本基準
9902.0	E02745	㈱日伝	卸売業	東証一部	有価証券報告書	20190331	20190624	--	ＥＹ新日本有限責任監査法人	日本基準
9856.0	E02714	㈱ケーユーホールディングス	小売業	東証一部	有価証券報告書	20190331	20190625	--	ＥＹ新日本有限責任監査法人	日本基準
9845.0	E02708	㈱パーカーコーポレーション	化学	東証二部	有価証券報告書	20190331	20190626	--	ＥＹ新日本有限責任監査法人	日本基準
8226.0	E02699	㈱理経	卸売業	東証二部	有価証券報告書	20190331	20190627	--	ＥＹ新日本有限責任監査法人	日本基準
8136.0	E02655	㈱サンリオ	卸売業	東証一部	有価証券報告書	20190331	20190628	--	ＥＹ新日本有限責任監査法人	日本基準
	E02624	山崎金属産業㈱	非公開	非上場	有価証券報告書	20190331	20190624	--	ＥＹ新日本有限責任監査法人	日本基準
8104.0	E02610	㈱クワザワ	卸売業	東証一部、札証上場	有価証券報告書	20190331	20190628	--	ＥＹ新日本有限責任監査法人	日本基準
8129.0	E02608	東邦ホールディングス㈱	卸売業	東証一部	有価証券報告書	20190331	20190627	--	ＥＹ新日本有限責任監査法人	日本基準
	E02597	東京青果㈱	非公開	非上場	有価証券報告書	20190331	20190625	--	ＥＹ新日本有限責任監査法人	日本基準
	E02586	㈱ヤナセ	非公開	非上場	有価証券報告書	20190331	20190627	--	ＥＹ新日本有限責任監査法人	日本基準
8085.0	E02579	ナラサキ産業㈱	卸売業	東証二部、札証上場	有価証券報告書	20190331	20190627	--	ＥＹ新日本有限責任監査法人	日本基準
8043.0	E02574	スターゼン㈱	卸売業	東証一部	有価証券報告書	20190331	20190627	--	ＥＹ新日本有限責任監査法人	日本基準
8039.0	E02571	築地魚市場㈱	卸売業	東証二部	有価証券報告書	20190331	20190627	--	ＥＹ新日本有限責任監査法人	日本基準
	E02565	三国商事㈱	非公開	非上場	有価証券報告書	20190331	20190627	--	ＥＹ新日本有限責任監査法人	日本基準
8012.0	E02552	長瀬産業㈱	卸売業	東証一部	有価証券報告書	20190331	20190624	--	ＥＹ新日本有限責任監査法人	日本基準
	E02551	東工コーセン㈱	非公開	非上場	有価証券報告書	20190331	20190627	--	ＥＹ新日本有限責任監査法人	日本基準
8038.0	E02541	東都水産㈱	卸売業	東証一部	有価証券報告書	20190331	20190619	--	ＥＹ新日本有限責任監査法人	日本基準
	E02538	㈱トーハン	非公開	非上場	有価証券報告書	20190331	20190628	--	ＥＹ新日本有限責任監査法人	日本基準
	E02536	日本出版販売㈱	非公開	非上場	有価証券報告書	20190331	20190627	--	ＥＹ新日本有限責任監査法人	日本基準
8084.0	E02518	菱電商事㈱	卸売業	東証一部	有価証券報告書	20190331	20190627	訂正(2019/07/01)	ＥＹ新日本有限責任監査法人	日本基準
9274.0	E02516	国際紙パルプ商事㈱	卸売業	東証一部	有価証券報告書	20190331	20190627	--	ＥＹ新日本有限責任監査法人	日本基準
8002.0	E02498	丸紅㈱	卸売業	東証一部、名証一部	有価証券報告書	20190331	20190621	訂正(2019/06/25)	ＥＹ新日本有限責任監査法人	IFRS基準
6257.0	E02488	㈱藤商事	機械	ＪＱＳ	有価証券報告書	20190331	20190626	--	ＥＹ新日本有限責任監査法人	日本基準
4816.0	E02458	東映アニメーション㈱	情報・通信業	ＪＱＳ	有価証券報告書	20190331	20190626	--	ＥＹ新日本有限責任監査法人	日本基準
7877.0	E02441	永大化工㈱	化学	ＪＱＳ	有価証券報告書	20190331	20190627	訂正(2019/07/05)	ＥＹ新日本有限責任監査法人	日本基準
7917.0	E02423	藤森工業㈱	化学	東証一部	有価証券報告書	20190331	20190620	--	ＥＹ新日本有限責任監査法人	日本基準
6417.0	E02419	㈱三共	機械	東証一部	有価証券報告書	20190331	20190628	--	ＥＹ新日本有限責任監査法人	日本基準
6863.0	E02411	㈱ニレコ	電気機器	ＪＱＳ	有価証券報告書	20190331	20190624	--	ＥＹ新日本有限責任監査法人	日本基準
7966.0	E02394	リンテック㈱	その他製品	東証一部	有価証券報告書	20190331	20190620	--	ＥＹ新日本有限責任監査法人	日本基準
7990.0	E02382	グローブライド㈱	その他製品	東証一部	有価証券報告書	20190331	20190627	--	ＥＹ新日本有限責任監査法人	日本基準
	E02368	ＹＫＫ㈱	非公開	非上場	有価証券報告書	20190331	20190627	--	ＥＹ新日本有限責任監査法人	日本基準
7951.0	E02362	ヤマハ㈱	その他製品	東証一部	有価証券報告書	20190331	20190625	訂正(2019/07/08)	ＥＹ新日本有限責任監査法人	日本基準
7749.0	E02354	メディキット㈱	精密機器	ＪＱＳ	有価証券報告書	20190331	20190628	--	ＥＹ新日本有限責任監査法人	日本基準
7709.0	E02337	クボテック㈱	精密機器	東証一部	有価証券報告書	20190331	20190627	--	ＥＹ新日本有限責任監査法人	日本基準
3593.0	E02315	㈱ホギメディカル	繊維製品	東証一部	有価証券報告書	20190331	20190621	--	ＥＹ新日本有限責任監査法人	日本基準
7999.0	E02305	ＭＵＴＯＨホールディングス㈱	電気機器	東証一部	有価証券報告書	20190331	20190628	--	ＥＹ新日本有限責任監査法人	日本基準
7732.0	E02299	㈱トプコン	精密機器	東証一部	有価証券報告書	20190331	20190626	--	ＥＹ新日本有限責任監査法人	日本基準
7729.0	E02289	㈱東京精密	精密機器	東証一部	有価証券報告書	20190331	20190626	--	ＥＹ新日本有限責任監査法人	日本基準
7758.0	E02287	㈱セコニック	機械	東証二部	有価証券報告書	20190331	20190628	訂正(2019/07/19)	ＥＹ新日本有限責任監査法人	日本基準
7215.0	E02246	㈱ファルテック	輸送用機器	東証一部	有価証券報告書	20190331	20190626	--	ＥＹ新日本有限責任監査法人	日本基準
	E02244	㈱山田製作所	非公開	非上場	有価証券報告書	20190331	20190628	--	ＥＹ新日本有限責任監査法人	日本基準
7217.0	E02242	㈱テイン	輸送用機器	ＪＱＳ	有価証券報告書	20190331	20190627	訂正(2019/07/08)	ＥＹ新日本有限責任監査法人	日本基準
7220.0	E02237	武蔵精密工業㈱	輸送用機器	東証一部、名証一部	有価証券報告書	20190331	20190624	--	ＥＹ新日本有限責任監査法人	日本基準
7294.0	E02219	㈱ヨロズ	輸送用機器	東証一部	有価証券報告書	20190331	20190620	--	ＥＹ新日本有限責任監査法人	日本基準
7292.0	E02217	㈱村上開明堂	輸送用機器	東証二部	有価証券報告書	20190331	20190627	--	ＥＹ新日本有限責任監査法人	日本基準
7211.0	E02213	三菱自動車工業㈱	輸送用機器	東証一部	有価証券報告書	20190331	20190621	--	ＥＹ新日本有限責任監査法人	日本基準
6493.0	E02189	日鍛バルブ㈱	輸送用機器	東証二部	有価証券報告書	20190331	20190621	--	ＥＹ新日本有限責任監査法人	日本基準
7274.0	E02184	㈱ショーワ	輸送用機器	東証一部	有価証券報告書	20190331	20190621	--	ＥＹ新日本有限責任監査法人	IFRS基準
6042.0	E02171	㈱ニッキ	輸送用機器	東証二部	有価証券報告書	20190331	20190627	--	ＥＹ新日本有限責任監査法人	日本基準
7235.0	E02158	東京ラヂエーター製造㈱	輸送用機器	東証二部	有価証券報告書	20190331	20190627	--	ＥＹ新日本有限責任監査法人	日本基準
7236.0	E02155	㈱ティラド	輸送用機器	東証一部	有価証券報告書	20190331	20190626	--	ＥＹ新日本有限責任監査法人	日本基準
7222.0	E02150	日産車体㈱	輸送用機器	東証一部	有価証券報告書	20190331	20190626	--	ＥＹ新日本有限責任監査法人	日本基準
7202.0	E02143	いすゞ自動車㈱	輸送用機器	東証一部	有価証券報告書	20190331	20190626	--	ＥＹ新日本有限責任監査法人	日本基準
7201.0	E02142	日産自動車㈱	輸送用機器	東証一部	有価証券報告書	20190331	20190627	--	ＥＹ新日本有限責任監査法人	日本基準
7013.0	E02128	㈱ＩＨＩ	機械	東証一部、名証一部、札証上場、福証上場	有価証券報告書	20190331	20190620	--	ＥＹ新日本有限責任監査法人	日本基準
4239.0	E02107	㈱ポラテクノ	化学	ＪＱＳ	有価証券報告書	20190331	20190626	--	ＥＹ新日本有限責任監査法人	日本基準
6666.0	E02093	リバーエレテック㈱	電気機器	ＪＱＳ	有価証券報告書	20190331	20190628	--	ＥＹ新日本有限責任監査法人	日本基準
6750.0	E02066	エレコム㈱	電気機器	東証一部	有価証券報告書	20190331	20190627	--	ＥＹ新日本有限責任監査法人	日本基準
6655.0	E02028	東洋電機㈱	電気機器	名証二部	有価証券報告書	20190331	20190624	訂正(2019/07/12)	ＥＹ新日本有限責任監査法人	日本基準
6889.0	E02026	オーデリック㈱	電気機器	ＪＱＳ	有価証券報告書	20190331	20190624	--	ＥＹ新日本有限責任監査法人	日本基準
6424.0	E02025	㈱高見沢サイバネティックス	機械	ＪＱＳ	有価証券報告書	20190331	20190628	--	ＥＹ新日本有限責任監査法人	日本基準
6890.0	E02024	㈱フェローテックホールディングス	電気機器	ＪＱＳ	有価証券報告書	20190331	20190628	--	ＥＹ新日本有限責任監査法人	日本基準
6899.0	E02013	ＡＳＴＩ㈱	電気機器	東証二部	有価証券報告書	20190331	20190624	--	ＥＹ新日本有限責任監査法人	日本基準
6298.0	E02008	ワイエイシイホールディングス㈱	機械	東証一部	有価証券報告書	20190331	20190627	--	ＥＹ新日本有限責任監査法人	日本基準
6912.0	E02004	菊水電子工業㈱	電気機器	ＪＱＳ	有価証券報告書	20190331	20190627	--	ＥＹ新日本有限責任監査法人	日本基準
6928.0	E01989	㈱エノモト	電気機器	東証一部	有価証券報告書	20190331	20190626	--	ＥＹ新日本有限責任監査法人	日本基準
6945.0	E01969	富士通フロンテック㈱	電気機器	東証二部	有価証券報告書	20190331	20190625	--	ＥＹ新日本有限責任監査法人	日本基準
6957.0	E01960	㈱芝浦電子	電気機器	ＪＱＳ	有価証券報告書	20190331	20190628	--	ＥＹ新日本有限責任監査法人	日本基準
6967.0	E01957	新光電気工業㈱	電気機器	東証一部	有価証券報告書	20190331	20190626	--	ＥＹ新日本有限責任監査法人	日本基準
6810.0	E01947	マクセルホールディングス㈱	電気機器	東証一部	有価証券報告書	20190331	20190625	訂正(2019/07/12)	ＥＹ新日本有限責任監査法人	日本基準
6954.0	E01946	ファナック㈱	電気機器	東証一部	有価証券報告書	20190331	20190628	--	ＥＹ新日本有限責任監査法人	日本基準
6852.0	E01942	㈱テクノ・セブン	電気機器	ＪＱＳ	有価証券報告書	20190331	20190624	--	ＥＹ新日本有限責任監査法人	日本基準
6144.0	E01930	西部電機㈱	機械	東証二部、福証上場	有価証券報告書	20190331	20190627	--	ＥＹ新日本有限責任監査法人	日本基準
6925.0	E01929	ウシオ電機㈱	電気機器	東証一部	有価証券報告書	20190331	20190627	--	ＥＹ新日本有限責任監査法人	日本基準
6997.0	E01926	日本ケミコン㈱	電気機器	東証一部	有価証券報告書	20190331	20190627	--	ＥＹ新日本有限責任監査法人	日本基準
6937.0	E01917	古河電池㈱	電気機器	東証一部	有価証券報告書	20190331	20190626	--	ＥＹ新日本有限責任監査法人	日本基準
6955.0	E01896	ＦＤＫ㈱	電気機器	東証二部	有価証券報告書	20190331	20190625	--	ＥＹ新日本有限責任監査法人	日本基準
6844.0	E01887	新電元工業㈱	電気機器	東証一部	有価証券報告書	20190331	20190628	--	ＥＹ新日本有限責任監査法人	日本基準
6924.0	E01886	岩崎電気㈱	電気機器	東証一部	有価証券報告書	20190331	20190627	--	ＥＹ新日本有限責任監査法人	日本基準
6659.0	E01875	㈱メディアリンクス	電気機器	ＪＱＳ	有価証券報告書	20190331	20190624	--	ＥＹ新日本有限責任監査法人	日本基準
6675.0	E01874	サクサホールディングス㈱	電気機器	東証一部	有価証券報告書	20190331	20190627	--	ＥＹ新日本有限責任監査法人	日本基準
6822.0	E01859	大井電気㈱	電気機器	ＪＱＳ	有価証券報告書	20190331	20190627	--	ＥＹ新日本有限責任監査法人	日本基準
6904.0	E01857	原田工業㈱	電気機器	東証一部	有価証券報告書	20190331	20190627	--	ＥＹ新日本有限責任監査法人	日本基準
1832.0	E01855	北海電気工事㈱	建設業	札証上場	有価証券報告書	20190331	20190628	--	ＥＹ新日本有限責任監査法人	日本基準
6820.0	E01850	アイコム㈱	電気機器	東証一部	有価証券報告書	20190331	20190625	--	ＥＹ新日本有限責任監査法人	日本基準
6930.0	E01848	日本アンテナ㈱	電気機器	ＪＱＳ	有価証券報告書	20190331	20190628	--	ＥＹ新日本有限責任監査法人	日本基準
6864.0	E01847	㈱エヌエフ回路設計ブロック	電気機器	ＪＱＳ	有価証券報告書	20190331	20190626	--	ＥＹ新日本有限責任監査法人	日本基準
6823.0	E01842	リオン㈱	電気機器	東証一部	有価証券報告書	20190331	20190625	--	ＥＹ新日本有限責任監査法人	日本基準
6807.0	E01828	日本航空電子工業㈱	電気機器	東証一部	有価証券報告書	20190331	20190621	--	ＥＹ新日本有限責任監査法人	日本基準
6516.0	E01806	山洋電気㈱	電気機器	東証一部	有価証券報告書	20190331	20190614	--	ＥＹ新日本有限責任監査法人	IFRS基準
6798.0	E01805	ＳＭＫ㈱	電気機器	東証一部	有価証券報告書	20190331	20190625	--	ＥＹ新日本有限責任監査法人	日本基準
6745.0	E01802	ホーチキ㈱	電気機器	東証一部	有価証券報告書	20190331	20190626	--	ＥＹ新日本有限責任監査法人	日本基準
6848.0	E01798	東亜ディーケーケー㈱	電気機器	東証一部	有価証券報告書	20190331	20190627	--	ＥＹ新日本有限責任監査法人	日本基準
6770.0	E01793	アルプスアルパイン㈱	電気機器	東証一部	有価証券報告書	20190331	20190621	--	ＥＹ新日本有限責任監査法人	日本基準
6709.0	E01792	明星電気㈱	電気機器	東証二部	有価証券報告書	20190331	20190620	--	ＥＹ新日本有限責任監査法人	日本基準
6707.0	E01790	サンケン電気㈱	電気機器	東証一部	有価証券報告書	20190331	20190621	--	ＥＹ新日本有限責任監査法人	日本基準
6768.0	E01786	㈱タムラ製作所	電気機器	東証一部	有価証券報告書	20190331	20190626	--	ＥＹ新日本有限責任監査法人	日本基準
6637.0	E01764	寺崎電気産業㈱	電気機器	ＪＱＳ	有価証券報告書	20190331	20190628	--	ＥＹ新日本有限責任監査法人	日本基準
6643.0	E01747	㈱戸上電機製作所	電気機器	東証二部	有価証券報告書	20190331	20190627	--	ＥＹ新日本有限責任監査法人	日本基準
6504.0	E01740	富士電機㈱	電気機器	東証一部、名証一部、福証上場	有価証券報告書	20190331	20190625	--	ＥＹ新日本有限責任監査法人	日本基準
6384.0	E01719	㈱昭和真空	機械	ＪＱＳ	有価証券報告書	20190331	20190626	--	ＥＹ新日本有限責任監査法人	日本基準
6297.0	E01699	鉱研工業㈱	機械	ＪＱＳ	有価証券報告書	20190331	20190621	--	ＥＹ新日本有限責任監査法人	日本基準
6418.0	E01698	日本金銭機械㈱	機械	東証一部	有価証券報告書	20190331	20190626	--	ＥＹ新日本有限責任監査法人	日本基準
6293.0	E01695	日精樹脂工業㈱	機械	東証一部、名証一部	有価証券報告書	20190331	20190626	--	ＥＹ新日本有限責任監査法人	日本基準
6292.0	E01694	㈱カワタ	機械	東証一部	有価証券報告書	20190331	20190626	訂正(2019/07/30)	ＥＹ新日本有限責任監査法人	日本基準
6458.0	E01669	新晃工業㈱	機械	東証一部	有価証券報告書	20190331	20190625	--	ＥＹ新日本有限責任監査法人	日本基準
6364.0	E01663	北越工業㈱	機械	東証一部	有価証券報告書	20190331	20190626	--	ＥＹ新日本有限責任監査法人	日本基準
6330.0	E01661	東洋エンジニアリング㈱	建設業	東証一部	有価証券報告書	20190331	20190628	--	ＥＹ新日本有限責任監査法人	日本基準
6498.0	E01660	㈱キッツ	機械	東証一部	有価証券報告書	20190331	20190625	--	ＥＹ新日本有限責任監査法人	日本基準
6281.0	E01658	㈱前田製作所	機械	ＪＱＳ	有価証券報告書	20190331	20190620	--	ＥＹ新日本有限責任監査法人	日本基準
6403.0	E01646	水道機工㈱	機械	ＪＱＳ	有価証券報告書	20190331	20190627	--	ＥＹ新日本有限責任監査法人	日本基準
6357.0	E01632	三精テクノロジーズ㈱	機械	東証二部	有価証券報告書	20190331	20190628	--	ＥＹ新日本有限責任監査法人	日本基準
6382.0	E01627	トリニティ工業㈱	機械	東証二部	有価証券報告書	20190331	20190625	--	ＥＹ新日本有限責任監査法人	日本基準
6472.0	E01601	ＮＴＮ㈱	機械	東証一部	有価証券報告書	20190331	20190628	--	ＥＹ新日本有限責任監査法人	日本基準
6471.0	E01600	日本精工㈱	機械	東証一部	有価証券報告書	20190331	20190625	--	ＥＹ新日本有限責任監査法人	IFRS基準
6463.0	E01599	ＴＰＲ㈱	機械	東証一部	有価証券報告書	20190331	20190627	--	ＥＹ新日本有限責任監査法人	日本基準
6462.0	E01598	㈱リケン	機械	東証一部	有価証券報告書	20190331	20190628	--	ＥＹ新日本有限責任監査法人	日本基準
6461.0	E01597	日本ピストンリング㈱	機械	東証一部	有価証券報告書	20190331	20190626	--	ＥＹ新日本有限責任監査法人	日本基準
6445.0	E01595	蛇の目ミシン工業㈱	機械	東証一部	有価証券報告書	20190331	20190624	訂正(2019/06/25)	ＥＹ新日本有限責任監査法人	日本基準
6436.0	E01590	アマノ㈱	機械	東証一部	有価証券報告書	20190331	20190627	--	ＥＹ新日本有限責任監査法人	日本基準
6371.0	E01578	㈱椿本チエイン	機械	東証一部	有価証券報告書	20190331	20190628	--	ＥＹ新日本有限責任監査法人	日本基準
6379.0	E01577	レイズネクスト㈱	建設業	東証一部	有価証券報告書	20190331	20190621	訂正(2019/07/12)	ＥＹ新日本有限責任監査法人	日本基準
6118.0	E01545	アイダエンジニアリング㈱	機械	東証一部	有価証券報告書	20190331	20190626	--	ＥＹ新日本有限責任監査法人	日本基準
6365.0	E01544	㈱電業社機械製作所	機械	東証二部	有価証券報告書	20190331	20190627	--	ＥＹ新日本有限責任監査法人	日本基準
6362.0	E01543	㈱石井鐵工所	機械	東証一部	有価証券報告書	20190331	20190626	--	ＥＹ新日本有限責任監査法人	日本基準
6331.0	E01536	三菱化工機㈱	機械	東証一部	有価証券報告書	20190331	20190627	--	ＥＹ新日本有限責任監査法人	日本基準
6205.0	E01516	ＯＫＫ㈱	機械	東証一部	有価証券報告書	20190331	20190627	--	ＥＹ新日本有限責任監査法人	日本基準
6158.0	E01511	㈱和井田製作所	機械	ＪＱＳ	有価証券報告書	20190331	20190618	--	ＥＹ新日本有限責任監査法人	日本基準
6151.0	E01509	日東工器㈱	機械	東証一部	有価証券報告書	20190331	20190624	訂正(2019/07/05)	ＥＹ新日本有限責任監査法人	日本基準
6104.0	E01482	東芝機械㈱	機械	東証一部	有価証券報告書	20190331	20190621	--	ＥＹ新日本有限責任監査法人	日本基準
6023.0	E01477	ダイハツディーゼル㈱	輸送用機器	東証二部	有価証券報告書	20190331	20190627	--	ＥＹ新日本有限責任監査法人	日本基準
3435.0	E01462	サンコーテクノ㈱	金属製品	東証二部	有価証券報告書	20190331	20190627	--	ＥＹ新日本有限責任監査法人	日本基準
5988.0	E01438	㈱パイオラックス	金属製品	東証一部	有価証券報告書	20190331	20190626	--	ＥＹ新日本有限責任監査法人	日本基準
5907.0	E01436	ＪＦＥコンテイナー㈱	金属製品	東証二部	有価証券報告書	20190331	20190620	--	ＥＹ新日本有限責任監査法人	日本基準
1921.0	E01394	㈱巴コーポレーション	建設業	東証一部、札証上場	有価証券報告書	20190331	20190627	--	ＥＹ新日本有限責任監査法人	日本基準
5981.0	E01378	東京製綱㈱	金属製品	東証一部	有価証券報告書	20190331	20190627	訂正(2019/07/02)	ＥＹ新日本有限責任監査法人	日本基準
5991.0	E01367	日本発条㈱	金属製品	東証一部	有価証券報告書	20190331	20190627	--	ＥＹ新日本有限責任監査法人	日本基準
5915.0	E01362	㈱駒井ハルテック	金属製品	東証一部	有価証券報告書	20190331	20190628	--	ＥＹ新日本有限責任監査法人	日本基準
5809.0	E01338	タツタ電線㈱	非鉄金属	東証一部	有価証券報告書	20190331	20190621	--	ＥＹ新日本有限責任監査法人	日本基準
5807.0	E01337	東京特殊電線㈱	非鉄金属	東証一部	有価証券報告書	20190331	20190628	--	ＥＹ新日本有限責任監査法人	日本基準
5805.0	E01336	昭和電線ホールディングス㈱	非鉄金属	東証一部	有価証券報告書	20190331	20190626	--	ＥＹ新日本有限責任監査法人	日本基準
7414.0	E01324	小野建㈱	卸売業	東証一部、福証上場	有価証券報告書	20190331	20190624	--	ＥＹ新日本有限責任監査法人	日本基準
5757.0	E01321	㈱ＣＫサンエツ	非鉄金属	東証一部	有価証券報告書	20190331	20190621	--	ＥＹ新日本有限責任監査法人	日本基準
5464.0	E01315	モリ工業㈱	鉄鋼	東証一部	有価証券報告書	20190331	20190627	--	ＥＹ新日本有限責任監査法人	日本基準
5707.0	E01308	東邦亜鉛㈱	非鉄金属	東証一部	有価証券報告書	20190331	20190627	--	ＥＹ新日本有限責任監査法人	日本基準
5727.0	E01301	東邦チタニウム㈱	非鉄金属	東証一部	有価証券報告書	20190331	20190620	--	ＥＹ新日本有限責任監査法人	日本基準
5612.0	E01283	日本鋳鉄管㈱	鉄鋼	東証一部	有価証券報告書	20190331	20190621	--	ＥＹ新日本有限責任監査法人	日本基準
5458.0	E01275	高砂鐵工㈱	鉄鋼	東証二部	有価証券報告書	20190331	20190626	--	ＥＹ新日本有限責任監査法人	日本基準
5603.0	E01269	虹技㈱	鉄鋼	東証一部	有価証券報告書	20190331	20190626	--	ＥＹ新日本有限責任監査法人	日本基準
5456.0	E01265	朝日工業㈱	鉄鋼	ＪＱＳ	有価証券報告書	20190331	20190621	--	ＥＹ新日本有限責任監査法人	日本基準
5411.0	E01264	ジェイ　エフ　イー　ホールディングス㈱	鉄鋼	東証一部、名証一部	有価証券報告書	20190331	20190621	--	ＥＹ新日本有限責任監査法人	IFRS基準
5451.0	E01247	㈱淀川製鋼所	鉄鋼	東証一部	有価証券報告書	20190331	20190621	--	ＥＹ新日本有限責任監査法人	日本基準
5609.0	E01236	日本鋳造㈱	鉄鋼	東証二部	有価証券報告書	20190331	20190618	--	ＥＹ新日本有限責任監査法人	日本基準
5631.0	E01232	㈱日本製鋼所	機械	東証一部	有価証券報告書	20190331	20190625	--	ＥＹ新日本有限責任監査法人	日本基準
7231.0	E01230	トピー工業㈱	輸送用機器	東証一部、名証一部	有価証券報告書	20190331	20190625	--	ＥＹ新日本有限責任監査法人	日本基準
5288.0	E01222	アジアパイルホールディングス㈱	ガラス・土石製品	東証一部	有価証券報告書	20190331	20190627	--	ＥＹ新日本有限責任監査法人	日本基準
7746.0	E01221	岡本硝子㈱	精密機器	ＪＱＳ	有価証券報告書	20190331	20190701	--	ＥＹ新日本有限責任監査法人	日本基準
5284.0	E01211	㈱ヤマウ	ガラス・土石製品	ＪＱＳ	有価証券報告書	20190331	20190628	--	ＥＹ新日本有限責任監査法人	日本基準
	E01209	㈱麻生	非公開	非上場	有価証券報告書	20190331	20190627	--	ＥＹ新日本有限責任監査法人	日本基準
7979.0	E01183	㈱松風	精密機器	東証一部	有価証券報告書	20190331	20190626	訂正(2019/07/16)	ＥＹ新日本有限責任監査法人	日本基準
5237.0	E01166	㈱ノザワ	ガラス・土石製品	東証二部	有価証券報告書	20190331	20190627	--	ＥＹ新日本有限責任監査法人	日本基準
7995.0	E01164	㈱バルカー	化学	東証一部	有価証券報告書	20190331	20190620	--	ＥＹ新日本有限責任監査法人	日本基準
5391.0	E01163	㈱エーアンドエーマテリアル	ガラス・土石製品	東証一部	有価証券報告書	20190331	20190628	--	ＥＹ新日本有限責任監査法人	日本基準
5208.0	E01152	㈱有沢製作所	化学	東証一部	有価証券報告書	20190331	20190628	--	ＥＹ新日本有限責任監査法人	日本基準
5332.0	E01138	ＴＯＴＯ㈱	ガラス・土石製品	東証一部、名証一部、福証上場	有価証券報告書	20190331	20190625	--	ＥＹ新日本有限責任監査法人	日本基準
5232.0	E01127	住友大阪セメント㈱	ガラス・土石製品	東証一部	有価証券報告書	20190331	20190627	--	ＥＹ新日本有限責任監査法人	日本基準
5185.0	E01113	㈱フコク	ゴム製品	東証一部	有価証券報告書	20190331	20190627	--	ＥＹ新日本有限責任監査法人	日本基準
5186.0	E01111	ニッタ㈱	ゴム製品	東証一部	有価証券報告書	20190331	20190621	--	ＥＹ新日本有限責任監査法人	日本基準
5122.0	E01100	オカモト㈱	ゴム製品	東証一部	有価証券報告書	20190331	20190627	--	ＥＹ新日本有限責任監査法人	日本基準
5192.0	E01098	三ツ星ベルト㈱	ゴム製品	東証一部	有価証券報告書	20190331	20190627	--	ＥＹ新日本有限責任監査法人	日本基準
5121.0	E01094	藤倉コンポジット㈱	ゴム製品	東証一部	有価証券報告書	20190331	20190729	--	ＥＹ新日本有限責任監査法人	日本基準
5013.0	E01080	ユシロ化学工業㈱	石油・石炭製品	東証一部	有価証券報告書	20190331	20190626	--	ＥＹ新日本有限責任監査法人	日本基準
8132.0	E01075	シナネンホールディングス㈱	卸売業	東証一部	有価証券報告書	20190331	20190628	--	ＥＹ新日本有限責任監査法人	日本基準
4975.0	E01065	㈱ＪＣＵ	化学	東証一部	有価証券報告書	20190331	20190627	--	ＥＹ新日本有限責任監査法人	日本基準
4368.0	E01056	扶桑化学工業㈱	化学	東証一部	有価証券報告書	20190331	20190624	--	ＥＹ新日本有限責任監査法人	日本基準
4922.0	E01049	㈱コーセー	化学	東証一部	有価証券報告書	20190331	20190627	--	ＥＹ新日本有限責任監査法人	日本基準
4968.0	E01048	荒川化学工業㈱	化学	東証一部	有価証券報告書	20190331	20190619	--	ＥＹ新日本有限責任監査法人	日本基準
4921.0	E01046	㈱ファンケル	化学	東証一部	有価証券報告書	20190331	20190624	--	ＥＹ新日本有限責任監査法人	日本基準
